"","Id","Name","Symbol","Algorithm","WithdrawFee","MinWithdraw","MaxWithdraw","MinBaseTrade","IsTipEnabled","MinTip","DepositConfirmations","Status","StatusMessage","ListingStatus","pumped","lastpump","lastpumpgroup","withpricedata","rankperc","rank"
"17",493,"AltCoin","ALT","None",1,2,2e+07,2e-05,FALSE,0,6,"OK","9 October 2018 - AltCoin (ALT) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any ALT balances to a compatible wallet at your earliest convenience. ALT will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"18",358,"AmigaCoin","AGA","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK","9 October 2018 - AmigaCoin (AGA) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any AGA balances to a compatible wallet at your earliest convenience. AGA will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"19",786,"Amon","AMN","None",800,1600,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,0.314358001265022,994
"20",350,"AnarchistsPrime","ACP","SHA256",0.01,0.02,2e+09,2e-05,FALSE,0,200,"Maintenance","08-AUG-2018 - ACP Wallet placed in maintenance while we investigate network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,0.77134724857685,2439
"21",139,"AnimeCoin","ANI","Other",1e-04,4e-04,500001,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"22",901,"ANON","ANON","Equihash",0.01,0.02,2e+07,2e-05,TRUE,1,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,0.469955724225174,1486
"23",654,"APX","APX","None",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"24",406,"AquariusCoin","ARCO","POS",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.455724225173941,1441
"25",301,"Argentum","ARG","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,7.8125,480,"Maintenance","6-NOV-2018 - ARG Wallet placed in maintenance while we investigate withdrawal issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,0.7662871600253,2423
"26",468,"ArgusCoin","ARGUS","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK","9 October 2018 - ArgusCoin (ARGUS) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any ARGUS balances to a compatible wallet at your earliest convenience. ARGUS will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"27",18,"Aricoin","ARI","Scrypt",0.5,1,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",TRUE,"2018-08-16 16:00:00","crypto_pump_island",TRUE,0.767235926628716,2426
"28",489,"Ark","ARK","Other",0.1,1,2e+07,2e-05,FALSE,0,400,"Maintenance","25/10/18 - In maintenance briefly for infrastructure upgrades, thank you for your patience during this time!","Active",FALSE,NA,NA,TRUE,0.0610373181530677,193
"29",596,"ArtByte","ABY","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.768500948766603,2430
"30",125,"Asiacoin","AC","POS",1,2,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"31",625,"Athenian Warrior Token","ATH","None",0.04,0.08,2e+07,2e-05,FALSE,0,20,"OK","9 October 2018 - Athenian Warrior Token (ATH) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any ATH balances to a compatible wallet at your earliest convenience. ATH will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",TRUE,"2018-09-12 19:30:00","officialmcafeepumpsignals",FALSE,NA,NA
"32",508,"Atmos","ATMOS","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"33",381,"Atomiccoin","ATOM","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"34",149,"AudioCoin","ADC","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,11.11111111,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.429158760278305,1357
"35",845,"Augur Reputation","REP","None",0.1,0.02,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"36",216,"AuroraCoin","AUR","Scrypt",1e-04,0.04,2e+09,2e-05,FALSE,0,96,"OK",NA,"Active",TRUE,"2018-09-24 18:00:00","PrivateGroupforpump",TRUE,0.380455407969639,1203
"37",335,"AurumCoin","AU","SHA256",0.01,0.02,2e+09,2e-05,FALSE,0,20,"Maintenance","9-Nov-2018 Our investigations have concluded that the AU network was victim to a 51% attack. We have been in contact with the AU team trying to reconcile the resulting issues, and will provide further updates in the near future.We apologize for the inconvenience and appreciate your patience while we work to resolve the issue","Active",FALSE,NA,NA,TRUE,NA,NA
"38",215,"BATA","BTA","Other",1e-04,4e-04,2e+09,2e-05,FALSE,0,160,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.561037318153068,1774
"39",289,"BatCoin","BAT","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,320,"OK","9 October 2018 - BatCoin (BAT) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any BAT balances to a compatible wallet at your earliest convenience. BAT will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"40",586,"BCash","BCH","SHA256",8e-04,0.02,2e+07,2e-05,FALSE,0,6,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"41",825,"BCShop.io Token","BCS","None",0.01,0.02,2e+07,2e-05,FALSE,1,20,"OK","","Active",TRUE,"2018-09-13 20:30:00","cryptoflashsignals",FALSE,NA,NA
"42",536,"BeachCoin","SAND","X11",0.01,0.02,2e+07,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"43",253,"Bean Cash","BEAN","POS",1e-04,4e-04,2e+09,2e-05,FALSE,6.09756097,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,NA,NA
"44",276,"BeezerCoin","BEEZ","Scrypt",1e-04,1,2e+09,2e-05,FALSE,0,200,"OK","9 October 2018 - BeezerCoin (BEEZ) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any BEEZ balances to a compatible wallet at your earliest convenience. BEEZ will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",TRUE,"2018-10-03 16:00:00","crypto_pump_island",TRUE,NA,NA
"45",370,"BenjiRolls","BENJI","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,480,"OK","9 October 2018 - BenjiRolls (BENJI) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any BENJI balances to a compatible wallet at your earliest convenience. BENJI will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,0.632511068943707,2000
"46",309,"BERNcash","BERN","Other",0.01,0.02,2e+09,2e-05,FALSE,20,200,"OK",NA,"Active",TRUE,"2018-08-27 16:00:00","crypto_pump_island",TRUE,0.539531941808982,1706
"47",829,"BiFrost","FROST","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,1,480,"OK",NA,"Active",TRUE,"2018-10-05 20:00:00","DonaldPumpCrypto",FALSE,NA,NA
"48",647,"Billionaire Token","XBL","None",50,100,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,TRUE,0.779569892473118,2465
"49",391,"BipCoin","BIP","CryptoNight",0.01,0.02,2e+09,2e-05,FALSE,0,20,"OK","9 October 2018 - BipCoin (BIP) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any BIP balances to a compatible wallet at your earliest convenience. BIP will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",TRUE,"2018-08-16 19:00:00","Cryptopumps55",FALSE,NA,NA
"50",871,"Birake","BIR","Quark",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,0.381404174573055,1206
"51",212,"BirdCoin","BIRD","Scrypt",1e-04,4e-04,2e+07,2e-05,FALSE,0,240,"OK","9 October 2018 - BirdCoin (BIRD) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any BIRD balances to a compatible wallet at your earliest convenience. BIRD will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"52",666,"Bismuth","BIS","Other",0.02,0.02,2e+07,2e-05,FALSE,0,100,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.231182795698925,731
"53",233,"BitBar","BTB","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0.00282425,96,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.488614800759013,1545
"54",569,"BitBay","BAY","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,1,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.135989879822897,430
"55",852,"BitBoost Token","BBT","None",20,40,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,NA,NA
"56",668,"Bitcloud","BTDX","Quark",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.563251106894371,1781
"57",379,"Bitcoal","COAL","CryptoNight",0.01,0.02,2e+09,2e-05,FALSE,0,20,"Maintenance","01 November 2018 - Our COAL wallet has been placed in maintenance while we investigate potential network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",TRUE,"2018-08-13 20:01:00","rocketpumptrader",TRUE,0.645161290322581,2040
"58",1,"Bitcoin","BTC","SHA256",1e-04,0.001,50.00100001,5e-04,TRUE,1e-06,2,"OK",NA,"Active",FALSE,NA,NA,FALSE,0.000316255534471853,1
"59",19,"Bitcoin Fast","BCF","Scrypt",0.5,1,50000,2e-05,FALSE,0.29069767,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"60",782,"Bitcoin Green","BITG","X11",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"61",203,"Bitcoin Scrypt","BTCS","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.449082858950032,1420
"62",283,"BitcoinPlus","XBC","POS",1e-04,4e-04,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"63",512,"BitCore","BTX","Other",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.18437697659709,583
"64",628,"BitDeal","BDL","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,1,200,"OK",NA,"Active",TRUE,"2018-09-03 16:00:00","crypto_pump_island",TRUE,0.577166350411132,1825
"65",776,"Bitmark","MARKS","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,NA,NA,FALSE,NA,NA
"66",43,"BitSend","BSD","Other",0.005,0.01,2e+09,2e-05,FALSE,0,100,"OK",NA,"Active",FALSE,NA,NA,FALSE,0.516445287792536,1633
"67",810,"Bitstar","BITS","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,960,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.446869070208729,1413
"68",773,"BitZeny","ZNY","Yescrypt",0.01,0.02,2e+07,2e-05,FALSE,0,320,"Maintenance","06-Nov-2018 - ZNY Wallet placed in maintenance at request of the ZNY team. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,0.452877925363694,1432
"69",180,"BlackCoin","BLK","POS",1e-04,4e-04,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.184060721062619,582
"70",298,"Blakecoin","BLC","Blake256",1e-04,4e-04,2e+09,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.591397849462366,1870
"71",101,"BlazeCoin","BLZ","Scrypt",10,20,2e+09,2e-05,FALSE,429,960,"OK",NA,"Active",FALSE,"2018-09-22 06:24:00","palmvenicebeach",FALSE,NA,NA
"72",808,"BlitzPredict","XBP","None",1000,2000,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,TRUE,0.417457305502846,1320
"73",638,"BlockCat","BKCAT","None",20,40,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,FALSE,NA,NA
"74",718,"BlockMason","BCPT","None",30,60,2e+07,2e-05,FALSE,0,20,"OK","","Active",TRUE,"2018-09-28 19:00:00","cryptobullspumpvip",TRUE,0.174889310562935,553
"75",777,"Blocknet","BLOCK","Quark",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.142947501581278,452
"76",842,"BLOCKNODE","BND","SHA256",0.01,0.02,2e+07,2e-05,FALSE,1,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,0.580645161290323,1836
"77",839,"Blockpass","PASS","None",0.01,0.02,2e+07,2e-05,FALSE,1,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,0.379506641366224,1200
"78",701,"Blockpool","BPL","Other",0.1,0.2,2e+07,2e-05,FALSE,0,20,"Maintenance","17-Oct-2018 - BPL Wallet placed in maintenance due to a resync of the wallet. We apologise for this and seek your patience while we work to resolve the matter","Active",FALSE,NA,NA,TRUE,NA,NA
"79",672,"Blocktix","TIX","None",20,40,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,0.436432637571158,1380
"80",150,"BnrtxCoin","BNX","X11",1e-04,4e-04,2e+09,2e-05,FALSE,50,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"81",202,"BolivarCoin","BOLI","X11",1e-04,4e-04,2e+09,2e-05,FALSE,1,200,"Maintenance","29-Oct-2018 - BOLI has been placed into maintenance while we carry out an network infrastructure upgrade. We apologize for the inconvenience and trust that you will bear with us while we carry out the works","Active",FALSE,NA,NA,TRUE,0.437381404174573,1383
"82",22,"Bongger","BGR","Scrypt",100,200,2e+09,2e-05,FALSE,0,645,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"83",727,"Bonpay","BON","None",30,60,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,FALSE,0.480708412397217,1520
"84",293,"BorgCoin","BRG","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"85",213,"BottleCaps","CAP","POS",1e-04,4e-04,2e+09,2e-05,FALSE,1.4,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"86",832,"Boxx","BOXX","None",0.01,0.02,2e+07,2e-05,FALSE,1,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,0.397849462365591,1258
"87",576,"BraveNewCoin","BNC","None",6,12,2e+07,2e-05,FALSE,0,20,"OK","","Active",TRUE,"2018-09-06 20:15:00","cryptoflashsignals",TRUE,NA,NA
"88",779,"Budbo Token","BUBO","None",100,200,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"89",71,"Bullion","CBX","POS",1e-05,0.002,2e+09,2e-05,FALSE,0.0018,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"90",737,"Bulwark","BWK","None",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.385515496521189,1219
"91",211,"Bumbacoin","BUMBA","X11",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.614800759013283,1944
"92",104,"BunnyCoin","BUN","Scrypt",100,200,1e+08,2e-05,FALSE,500,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"93",362,"BVBCoin","BVB","X11",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"94",501,"Byteball Bytes","GBYTE","Scrypt",2e-05,4e-05,2e+07,2e-05,FALSE,0,1,"OK","
","Active",FALSE,NA,NA,TRUE,NA,NA
"95",533,"CacheCoin","CACH","Scrypt_jane",0.01,0.02,2e+07,2e-05,FALSE,0,96,"OK",NA,"Delisting",TRUE,"2018-08-18 18:00:00","DonaldPumpCrypto",TRUE,NA,NA
"96",615,"CampusCoin","CMPCO","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,0,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"97",196,"Canada eCoin","CDN","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,1.4,960,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"98",194,"Cannabiscoin","CANN","X11",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.361480075901328,1143
"99",387,"CannabisIndustryCoin","XCI","CryptoNight",0.01,0.02,5000,2e-05,FALSE,0,20,"Maintenance","24-SEP-2018 - XCI Wallet placed in maintenance at the request of the Coin Developer. We apologise for this and seek your patience while we work to resolve the matter.","Delisting",FALSE,NA,NA,TRUE,NA,NA
"100",376,"CannaCoin","CCN","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,480,"OK","9 October 2018 - CannaCoin (CCN) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any CCN balances to a compatible wallet at your earliest convenience. CCN will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",FALSE,NA,NA,TRUE,NA,NA
"101",757,"CanYa","CAN","None",40,80,2e+07,2e-05,FALSE,0,20,"OK","","Active",TRUE,"2018-09-30 19:30:00","PrivateGroupforpump",TRUE,NA,NA
"102",750,"Cappasity","CAPP","None",300,600,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,0.321631878557875,1017
"103",802,"Cardano","ADA","None",0.2,1,2e+07,2e-05,FALSE,0,40,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.00379506641366224,12
"104",418,"CareerCoin","CAR","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"105",247,"Catcoin","CAT","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,48,"OK","9 October 2018 - Catcoin (CAT) is in the process of being delisted from Cryptopia, and trade markets are now closed. Please cancel all open orders and withdraw any CAT balances to a compatible wallet at your earliest convenience. CAT will be fully delisted on 9 November 2018. For additional information on this delisting, please refer to this delisting notice on Help Centre here: http://ow.ly/UccO30m9r3G","Delisting",TRUE,"2018-08-31 15:00:00","pumpn",TRUE,0.587602783048703,1858
"106",256,"C-bit","XCT","SHA256",1e-04,4e-04,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"107",763,"Centrality","CENNZ","None",30,60,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,FALSE,0.0139152435167615,44
"108",151,"ChainCoin","CHC","C11",1e-04,4e-04,2e+09,2e-05,FALSE,0,20,"Maintenance","19/10/2018- CHC Wallet placed in maintenance while we investigate network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,NA,NA
"109",553,"ChanCoin","CHAN","Other",0.01,0.02,2e+07,2e-05,FALSE,0,20,"Maintenance","16-Oct-2018- CHAN Wallet placed in maintenance while we investigate network issues. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,NA,NA
"110",417,"ChessCoin","CHESS","POS",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK","","Active",FALSE,NA,NA,TRUE,0.519291587602783,1642
"111",314,"Citadel","CTL","CryptoNight",0.1,0.2,15000,2e-05,FALSE,0,20,"Maintenance","05-Nov-2018 - CTL Wallet placed in maintenance at request of the CTL Team. We apologise for this and seek your patience while we work to resolve the matter.","Active",FALSE,NA,NA,TRUE,0.5955091714105,1883
"112",192,"ClamCoin","CLAM","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,480,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"113",717,"ClearPoll","POLL","None",9,18,2e+07,2e-05,FALSE,0,20,"OK","","Active",FALSE,NA,NA,TRUE,0.444339025932954,1405
"114",316,"CloakCoin","CLOAK","POS",0.01,0.02,2e+09,2e-05,FALSE,0,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.196078431372549,620
"115",160,"CoffeeCoin","CFC","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,1440,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"116",674,"Coimatic 3","CTIC3","None",2000,4000,2e+07,2e-05,FALSE,1,20,"OK","","Active",FALSE,NA,NA,TRUE,NA,NA
"117",518,"Coin2","C2","Scrypt",0.01,0.02,2e+07,2e-05,FALSE,10,480,"OK",NA,"Active",TRUE,"2018-10-10 21:00:00","ExeCrypto",TRUE,NA,NA
"118",754,"Coinlancer","CL","None",200,400,2e+07,2e-05,FALSE,5,20,"OK","","Active",TRUE,"2018-10-28 17:59:00","officialmcafeepumpsignals",TRUE,0.456356736242884,1443
"119",691,"Coino","CNO","X11",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",TRUE,"2018-09-16 18:00:00","hitpumpsandsignals",TRUE,NA,NA
"120",520,"Coinonat","CXT","Nist5",0.01,0.02,2e+07,2e-05,FALSE,1.5,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.63472485768501,2007
"121",597,"CoinonatX","XCXT","X11",0.01,0.02,2e+07,2e-05,FALSE,1,200,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.778621125869703,2462
"122",770,"ColossusXT","COLX","Quark",0.01,10,2e+07,2e-05,FALSE,0,50,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.186590765338393,590
"123",353,"CometCoin","CMT","Scrypt",0.01,0.02,2e+09,2e-05,FALSE,0,240,"OK",NA,"Active",TRUE,"2018-09-06 20:00:00","DonaldPumpCrypto",TRUE,NA,NA
"124",686,"Compound Coin","COMP","X11",0.01,0.02,2e+07,2e-05,FALSE,1,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"125",153,"CompuCoin","CPN","Scrypt",1e-04,4e-04,2e+09,2e-05,FALSE,0,240,"OK",NA,"Active",FALSE,NA,NA,TRUE,NA,NA
"126",516,"Condensate","RAIN","X11",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,TRUE,0.775458570524984,2452
"127",830,"Condominium","CDM","None",0.01,0.02,2e+07,2e-05,FALSE,0,20,"OK",NA,"Active",FALSE,NA,NA,FALSE,NA,NA
